,names,reviewText,reviewRating,label
10,cafes_list,"Ordered the lunch take out special ""D"", BBQ pork with rice and bok choy. Very fresh, hot and flavorful. The pork is tender and lean. The rice is fresh and steamed nicely. The bok choy is tender yet crisp. All this for $4.95 plus tax. Staff are very friendly and the food took no time to get ready. Highly recommend it for someone looking for fresh food in a timely manner. A wise choice for the value conscious.",5-star,positive
11,cafes_list,"I love this place! Their weekday lunch specials are around 5 bucks and a lot of food! Each time I went, none of my friends have finished their meal. It tastes great and the boss lady was really nice. Um... Two friend who went there and got diarrhoea after eating. Not sure if it was their food. Egg tarts are really really good!",5-star,positive
12,cafes_list,Good egg tarts and dishes here. My step dad likes the curry chicken while I like the noodles. I've tried three different noodles they offered and liked all of them.,4-star,positive
13,cafes_list,"My husband works near here and has never been inside, until I told him to go today. I read the Yelp reviews and thought I'd give it a try. We usually go somewhere else to buy egg tarts but their pastry cases have been getting hard, so we need a new place to get them from now. He brought back 6 and they were still hot when he got them home, wish he'd not let them sweat in the plastic bag. They were a tad sweet for my liking but they were delicious. The cases were flaky but not too crumbly, like most places, that just disintegrate, when you bite or touch them. Only negative was the really orange colour of the shell and filling. My 11 year old gave them a big thumbs up, but she likes any dessert. My 9 year old daughter, who doesn't normally eat egg tarts, period, ate one and said it was ok. We will be getting our egg tarts from here in future and giving Les Chateau a miss.",4-star,positive
14,cafes_list,"My search for my favorite egg tarts continued! I love that old school vibe at ABC Bakery. This cafe has been around for over 20 years and I did have high expectations for their egg tart. Egg Tart & Milk Tea ($2.45) Just maybe because of my personal preference, I love the egg custard which has this sweet and aromatic smell of eggs and the texture is smooth. But the crust itself was heavy and doughy even when the tart was still warm to touch. The Milk Tea was meh. Not hot enough, not smooth enough and just not up to par. While I was there, most people were here buying egg tarts and egg tarts only as there was only some stale uninteresting offerings on the display. I doubt I will be back. I should have read my Yelp Friend's review before coming :)",2-star,negative
15,cafes_list,"I've been on the hunt for the best egg tarts in Toronto... and this place is my new favorite (so far at least). The tart is really tasty, and seemed freshly baked when we got them. They are massive as well... and really cheap (85c). Amazing value given how good these things taste. My only complaint is that the pastry itself is a little too crumbly, and also I'd prefer the top to be more burnt (Macau style). But these are very minor complaints. Cash only. Ample parking. No tax if you buy 6.",5-star,positive
16,cafes_list,"As a Chinese who spent most of his childhood in Hong Kong, there is one Chinese traditional snack that every child would love eating from young to even when they are a full adult like me! Can you guess what that snack is? You can find it in almost every Chinese Bakery. Yes it's the EGG TARTS!! I have been searching for great Egg Tarts and I was always a fan of Les Chateaux's Egg Tarts because they make very consistent good egg tarts, but I am happy and surprised I found somewhere that makes even better ones! ABC Bakery Coffee Shop probably bakes the BEST Egg Tarts in Markham area. They are always in high demand and last time I came, I had to wait 15 minutes for their new batch as the old were sold out. Even then, I had 3 people in front of me waiting for the new batch too! And everyone grabbed half dozen so they run out VERY fast! If you are a big Egg Tart person, I highly recommend coming here to grab some!",4-star,positive
17,cafes_list,"This unassuming bakery tucked in the corner of a Scarborough strip mall is not the place you'd consider as having the best egg tarts in the city; however, after reading such positive reviews from other yelpers I had to give them a try. I bought one for myself and one for another yelper. The total was under $2 (impressive!) and were still warm as they sat in their special case by the counter. After a 40 minute trip to my friend's home, I couldn't believe they were still warm! The middle is very silky; and in contrary to some other reviewers, my crust was nice and flaky. As mentioned in other reviews, they have an extensive menu aside from the tarts and all prices appear reasonable for the portion size. I would definitely consider returning again if I had a craving for egg tarts and would encourage others to go and try this place.",4-star,positive
18,cafes_list,"I came here to check out the egg tarts. I was a bit disappointed. I do love the custard but not the pastry. The pastry was very thick and I didn't like it at all. I doubt I will be returning for the egg tarts. I also bought some buns, and they weren't soft .. it was very thick and hard. After trying several items, I will not be coming back here.",2-star,negative
19,cafes_list,"Decided to check this place out after reading such wonderful reviews their egg tarts received. The reviews were right. The tarts were nice and silky. Also, the elderly lady behind the counter was quite warm and friendly as well. Service with a smile is not common in other bakeries of this type I've been to.",4-star,positive
20,cafes_list,Their egg tart is the best in town. I always loved their egg tart as a kid. My mom would bring me there after school and I will order an egg tart for snack. Yummm~~~,4-star,positive
21,cafes_list,Heard about the great egg tarts here and went up there specifically to try them. They were soooooo good. The pastry is what a HK egg tart should be and the filling is perfect (so silky and perfectly eggy). The decor is terrible but as long as egg tarts stay good I will keep going.,5-star,positive
22,cafes_list,"I slowly backed my ass out of Crown Prince Fine Dining & Banquet as soon as I realized my net asset near my rear asset only had a $5.00 paper currency. ABC Bakery a few doors down sounded more within my current Net Present Value so I went in more confidently. Chinese Bakery also doing HK Cafe food. Not exactly the biggest selection of Baked Breads or Pastries but enough on offer for the blue/white collars working nearby. Standard priced Noodle/Rice dishes on offer. 2.5 *Star* Egg Tart & Milk Tea($2.10) Fresh still warm-from-oven Egg Tart was flakey however it was the DENSE flakey variety rather than airy. Not sure if it's due to the warm status of the Egg Tart but the custard within had pockets of separation which looked less appealing but I didn't taste any difference. Milk Tea was quite nice and enjoyable. Best part was getting the $2.90 in coins back in my pocket. The environment atmosphere was a bit awkward. The customers were either single individuals or even when in multiples they were freaky quiet compare to any HK Bakery Cafes. That combined with no focal point of either Televsion/Radio or decor made this place feel stale/boring/depressing! A spot where you eat, mind your own business and ""clap flies"".",2-star,negative
23,cafes_list,"if u like egg tart, this is the place u should go. Usually u will find ppl waiting in front of the counter for the freshly baked egg tarts. All gone in a sec. I think their deep fried stuff is ok, but I can't think up any drink is good from this bakery. So I will only grab half or a dozen egg tarts and go.",3-star,negative
24,cafes_list,"The only reason why I went to this out-of-the-way Chinese bakery in an older strip plaza with free parking is based on the strength of the recommendations by various friends on its Cantonese-style egg custard tarts. I love custard tarts! Yummy! The custard tarts had just the right amount of straight-from-the-oven warm jiggly, sweet custard goodness deep in the middle, with a delicious outer crust. I had three as soon as I bought them - and regardless of whether or not that was a good idea, I don't regret it a bit! The strange thing is that while others have told me that the crust is supposed to be the flakey version, mine was less flakey and more solid. Doesn't detract from me inhaling them all though. This bakery has been around for a long time and I can't believe I've only gone there now. It also serves other Chinese cafe style foods as well as other Chinese pastries with seating. However, given the prominence that the custard tarts receive in its own heated baking tray by the counter rather than with the rest of the pastries, I'd say that this place knows what it's good at.",4-star,positive
25,cafes_list,Went here for lunch today.... great service and atmosphere. Great attitude from the owner!! THE BEST empanadas I've had in my life. I highly recommend. And I will be a frequent customer here!! So good!,5-star,positive
26,cafes_list,My husband and I checked out the food here. It's was pretty good. I liked the unique flavors in their pastries. It's definitely a place that I would come back to. My one critique is I felt like the savory pies were a little dry. Maybe it was just the day? I'll definitely come and check them out again.,4-star,positive
27,cafes_list,Food and service are both amazing. Hand pies are out of this world. We tried green Chile Mac which was killer and several of the hand pies the Green Chile pork is not to be missed.,5-star,positive
28,cafes_list,"If you're not looking for this place, you won't ""happen upon"" it; it's tucked into the very end of a strip mall, hidden behind a tattoo shop. Take my word for it: LOOK FOR THIS PLACE! I went in around 1pm on a Thursday. The guy behind the counter, who turned out to be an owner, was super welcoming, friendly & helpful. You can order sweet or savory hand pies, along with from scratch soups and sides. Grain salads, potato dishes...all yummy. I ordered a combo: hand pie & side of potato. I went with the Jamaican Beef Patty hand pie & hatch green chile potatoes with Monterrey Jack cheese. SO GOOD. SO GOOD. SO GOOD. Nice, comfy seating area, good tunes, good food. Do yourself a favor and support a small, local business & get some from-scratch love from this kitchen. You won't be sorry!",4-star,positive
29,cafes_list,Always a 5 star meal here. The hand pies are so tasty and savory. The hatch green chilies give the perfect kick. The chocolate pie was awesome. The green chili corn chowder was so good and it was a huge bowl. Love how they have flavored water like today was cucumber mint. Everything scratch made and you can watch them make it behind the counter. It smells amazing inside. One of my favorites.,5-star,positive
30,cafes_list,This my new favorite brunch or lunch spot! The hand pies are so yummy and such good quality ingredients! They have a great selection of sweet and savory offerings with interesting ingredient parings. Small and off the beaten path but totally worth it!,5-star,positive
31,cafes_list,"Delicious, different and savory. The gentleman behind the counter was super helpful and nice. Green chili pork was delicious. Slight dry, but maybe that's the way they are supposed to be? I would add cheese on the inside to moisten it, but what do I know. I will surely be coming back and using them for catering and frozen delicious dinners to go.",5-star,positive
32,cafes_list,"I give this place an A+. I came here back in 2014 or so and loved it then. After being out of town a couple of years I came back in 2017 and loved it even more I think. Both times I got a hand pie and soup to eat on the premises and then bought about $30 more to take home. I would call them pasties because I'm from Michigan but someone else might think of them as empanadas because we're closer to Mexico. Either way they are delicious and reasonably priced. Their soups are homemade, hearty, and scrumptious in any kind of weather. The only problem I have is the place closes at 4 and sometimes I don't get out the door till after that so it's harder for me to get there before they close than it might be for the average person that gets an earlier start. And the other problem is deciding what flavor to get because they are all so good!",5-star,positive
33,cafes_list,"I am really at a lost here, I read the reviews again and it really made no sense to me at all. I had 2 Empanadas and the green chillie potatoes and I really did not taste that great to me. The Empandas were meat breakfast ones and were really dry and the crust was hard. I have had much better and they were like 7.00 and were the size of those hostess pies. The potatoes were cold which was weird because I can hear them cooking something in the back and I was the only one customer there. They were not that good even if they were warm because they were hard and not done yet. Well I will chalk it up to it is not my thing if these other people are raving mad about them.",2-star,negative
34,cafes_list,"Dammit man! Finally, a place that has killer coffee and amazing food without stupidly large portions. It seems that many Americans equate ridiculous quantities of food with ""value"", and overlook the quality and love that go into a well prepared dish. We had green chili empenada, green chili / cheese potatoes, quiche loraine, white bean spinach and tomato soup, and some killer lemon and pineapple pies for a treat afterwards. Everything was astonishingly good. What a relief to get away from silly huge omelettes and monster plates of pancakes and just eat something wonderful, then depart without a bellyache. Eat here soon! Before you die!",5-star,positive
35,cafes_list,Seriously so good. From the service to the amazing food. Wish they were more visible so more people can see but I'm glad we found it! Will definitely be back. The empanada combos are a perfect little meal they will fill you up and don't forget to try their creme brûlée!,5-star,positive
36,cafes_list,"Great selection of flavorful empanadas (hand-pies). Highly Recommended! Friends wanted to meet for brunch, so I browsed my Yelp bookmarks and came up with AZ Food Crafters. Everyone agreed, so we gave it a try - and we were very glad we did! Food: I love the variety on the menu - so many things to try! And since Hatch chiles are in season, AZ Food Crafters has a special selection, which I was eager to try. I ended up with the Two Savory Pies combo so I could sample two different hand pies. I had the Green Chile Pork Empanada (a favorite of Yelpers) and the Green Chile Relleno, one of their spicier choices. I have one word to describe this: WOW!! The empanada crust was nice and flaky, not dense and chewy. And the flavors were amazing! My order came with ranch dressing and a wonderful hatch chile sauce, which was great for dipping. I must say, while the Green Chile Pork was flavorful, it was also fairly dry. I expected it to be a bit more moist. But the Green Chile Relleno, made with Hatch chiles, was simply excellent! It was moist, and fairly spicy - although not over-the-top-burn-your-lips-off spicy. This one's a definite repeater. With my Yelp check-in, I also got a free dessert empanada - so cool. I decided on another Hatch chile selection: the Green Chile & Apple Pie with a Cheddar Crust. Holy smokes, was this good!!! If you come here while this is still available, by all means get it!! It was sweet and spicy, and a bit cheesy too. Amazing flavors! I can't recall what everyone else had, but they were all happy with their selections. Cost: My Two Savory Pie Combo was a very reasonable $7.50 before tax. The amazing dessert pie was free, otherwise would have been $4. So ya, AZ Food Crafters has great value. Service: The staff were very friendly, patiently answering all our first-timer questions. It took a while for our food to come out, but not too long, and we all got fresh, hot empanadas. Atmosphere: The seating area is very small, probably seats around a dozen people. And the ""kitchen"" area is just across the counter, which is neat because you can watch the staff do their work. All-in-all the atmosphere is ok, but nothing special. Overall: I was really impressed with the food and staff, and can't wait to return to try some of the other selections. This one's definitely made the regular rotation!",5-star,positive
37,cafes_list,"What a small but amazing place!! This place gives u variety of empanadas to choose from, very affordable and delicious... My boyfriend and I ordered chicken pot pie, apple pie, Sriracha chicken Philly, lemon blueberry empanadas with a side of green chili Mac and cheese.. Everything was amazing so we ordered two more to go.. You have a option for them to pre heat the empanadas or pre heat them urself it comes with directions and ingredients on the bag.. If you also play Pokemon go player your in luck because they have a poke stop right in front..you also get a free sweet empanadas when you check in on Yelp",5-star,positive
38,cafes_list,"I have been numerous times for lunch and never been disappointed with my meal. It is tucked neatly in the corner of a shopping center with tight parking, but it is worth a visit.",4-star,positive
39,cafes_list,"When my husband told me he went to get 'breakfast' empanadas with our son, he couldn't stop talking about how good it was. I thought to myself that he was just exaggerating because all of the other empanadas (hand pies) I've tried have been alright. He forced me to come with our son the next day and I was skeptical about the place. Boy was I wrong. Review of the restaurant: The restaurant has a small dining area but it's very clean, quaint, and had cute cases of flowers at each table. The owner/staff: The owner was incredibly nice and helpful too. While we were waiting for our food, he brought out some Chex Mix cereal and fruit for our toddler, which I thought was incredibly kind and thoughtful! He came by to check on us multiple times to see if we needed anything and to see how the food tasted. The food: Seriously, these hand pies are the best things I've ever tasted!!! The shell was so flaky and flavorful and had the perfect ""thickness"" where it didn't overpower the contents on the inside. The fillings we tried were green chile Mac and cheese, chicken pot pie, ham and cheddar breakfast pie, and a blueberry and lemon sweet hand pie. Every single one was so delicious and it's hard to choose a favorite. You cannot go wrong with whichever hand pie you choose!",5-star,positive
40,cafes_list,"I am an experienced cook, baker and empanada maker, so I am a little picky. I have to say that every single thing we ate was absolute perfection! I ordered the chorizo ""hand pie"" which is really an empanada to me. I got the combination plate which came with hand pie (empanada or pasty) a side of fresh fruit and a side. I chose mac and cheese with squash. I also ordered the potatoes with green chile. Yum! The chorizo was flavorful, but mild. No problem, because the green chile sauce really added to it! I used up all of my sauce and had to ask for more. Then I HAD to take a jar home too. :-) We do not eat out much, but we used to go to a pasty place down the street a few times a year. No more... this place really hit the spot. You can tell the ingredients are fresh and quality ingredients. For the three of us the lunch was probably around $35-$40. Not sure since we took some dessert pies home. A dozen for $14. Perfect. They were really small, but that's one of the reasons I like this place more than the other pasty (think empanada or pie) place. Smaller is better because you can try different flavors. The hand pie is somewhat small, but with a side and fruit, the meal really fills you up. At least all three of us left full (I had to pawn off some of my amazing potatoes to my daughter because two sides was a little much) and did not even touch the dessert pies till later.",5-star,positive
41,cafes_list,"Got hooked on hand pies after trying them at a farmer's market then I found that they have a store right by my house! I've been in a couple times but since trying that first hand pie, I've adopted a plant based diet. Only reason for 4 stars is the lack of vegetarian/vegan options. Please expand the menu a bit for those of us who don't want animal products.",4-star,positive
42,cafes_list,"Discovered your cafe while searching for someplace new and different to have breakfast this morning. Three words sum up our experience: Clean, friendly, and delicious. Loved the Yucatan Pork Stew and Lemon Sweet Pie. Also enjoyed the Chicken Sriracha hand pie as well as the Chorizo and Egg hand pie with a side of hatch green chili sauce. The sauce was so good, we bought two bottles to take home. Carmen enjoyed her Spinach, Mushroom, Tomato Omelette hand pie ad Creamy Potato and Chicken soup. We'll definitely be back.",5-star,positive
43,cafes_list,"Finally this place (which you may know from farmer's markets around the Phoenix area), has a permanent location. And it happens to be in my neighborhood. Tiny little place, it seats like 12 people. And the service varies between laid back and more laid back. But they are very nice, and in their defense, they are not sitting around but constantly working. The pies are flaky and very flavorfu. I love to get one of their combos (1 sweet/1 savory with a salad), or two of their combos if I'm really hungry. And then I take serveral frozen pies home...and some times a creme brulee...because, who can pass up on creme brulee. And believe me, I'm telling you NEVER PASS ON THE CREME BRULEE. It's to die for. The only thing i don't care for is the very short hours of operation. I can never go there cause they open and close in the time it takes me to blink. Oh well, I suppose my waist line appreciates that.",4-star,positive
44,cafes_list,This place is awesome sauce!its only down the street from me and i think i might be in trouble I had the green chili pork handpie which is amazing and vanilla creme brulee also so good...one of the more decadent creme brulees i have ever had.this place is adorable and i cant wait to try all the other handpies both sweet and savory.They also have breakfast handpies can't wait to try those aswell.great quick food for a good price.I plan on being a regular,5-star,positive
45,cafes_list,"Checked this spot out for breakfast today because, who wouldn't want a hot/savory hand pie for breakfast and a free sweet pie from a yelp check in? I ordered three hand pies, maple bacon, Turkey sausage, ham and cheese for my group, plus a lemon cherry sweet hand pie. Since the pies were to-go, they take approx 5 min to bake so if you're in a super rush keep that in mind. They are then placed in aluminum foil wrappers to trap heat which is really nice. The pies itself have the highs and lows. The crust of the pie is amazing and on point, but our group came to the agreement that the fillings, while good, had nothing spectacular about them. Perhaps coming in for one of their hand pie specials from the lunch menu might have been better. At the end of the day, the food here is good and is worth the price of the hand pie in terms of the effort and ingredients put in. However, if you're looking for bang for the buck in the hearts of quantity of food, this place might not be for you.",4-star,positive
46,cafes_list,"My husband and I went to check out this spot for lunch today and everything we tried was delicious! I had the green chili pork hand pie with a side of mac & cheese. The hatch green chili sauce on the side was incredible, as was the cilantro lime sour cream. My husband tried the Hot Brown (turkey breast, bacon & tomato) hand pie with Italian sausage and potato chowder soup. The hand pies were some of the best pastries we've ever had! The portions didn't look very big at first but both of us left feeling satisfied. I wanted to try the sea salt carmel crème brulee but was too full by the time we were done eating. This is a quaint location that doesn't look like much from the outside, but do yourself a favor and venture in... it's worth it! I can't wait to go back to try the other items on the menu. YUM!",5-star,positive
47,cafes_list,Really delicious food. Quaint and located in a plaza. The decor could have been better but it's kind of an after thought if you have amazing foods. I pretty much ate the whole menu. Also had both flavors of the cream brûlée. I'm a huge fatty.,4-star,positive
48,cafes_list,Just tried them for the first time. Amazing!! Tried the breakfast hand pie. Sooooo good! I'll be back for a lunch and dinner. Good job guys!!,5-star,positive
49,cafes_list,This place is amazing! Not only is the food great but the customer service is top notch. Must try the green chili pork! I would definitely recommend this place.,5-star,positive
50,cafes_list,"There are few times in life where something exceeds your expectations. Sadly, losing my virginity wasn't one of those times. But, I digress. My wife has been driving by this spot for quite some time and finally decided to look it up on Yelp. She liked the reviews and told me about it. Fast forward to today when, while running errands, I spotted this place and said hey let's give it a try. First of all the smell when we walked in was AHHHHMAZING!!!! It was their ""bake day"" as the gentleman at the counter called it. Anyways we ended up ordering 5 pies and then a box of mini sweet pies. We tried one of the minis on the way back to the office, and needless to say 1 turned into 6 before we got back to work, that's how good those were. Then the savory main pies. HOLY SH!T. Flaky, delicious crust enveloping the most incredible flavors. To quote the Simpsons ""It's like there's a party in my mouth and everyone is invited."" The El Cubano was my fav. but the Chicken Parm was amazing goodness. My wife LOVED her Green Chile Pork and also her Chicken Pot Pie. Our co-worker really enjoyed her Spinach and Cheese. And due to some begging we shared a few bites with some other co-workers and they enjoyed it so much a work lunch trip has been planned for his week! GET. YOUR. A$$. to this place now. That is all.",5-star,positive
51,cafes_list,Hands down one of my new fav places in chandler. The food has such a unique taste that I love. Hidden gem for sure. Staff was grea,5-star,positive
52,cafes_list,"This is a review of the restaurant experience. The environment and service are both good, so I'll get right to the food. I had the $6 green pork chili hand pie/chocolate creme brulee combo. The prices are low on the absolute scale, but the portion size reflects this. It will satisfy the average hunger and is about the same size as some fast food places, but there are other restaurants at similar price points that offer quite a bit more food. You do get a side salad with the hand pie, so that helps some. Next time, I would order it with no dressing because the salad dressing tasted a bit weird. The hand pie and creme brulee were both tasty and made with care. The creme brulee topping was on the thicker side, but the flavor was there. I liked my meal and dining experience, and I would like to return.",4-star,positive
53,cafes_list,amazingly delicious. taste great fresh or taken home to freeze and eat later. Owners are great and very friendly as well! Sausage and peppers is my personal favorite!,5-star,positive
54,cafes_list,"Picked up two pumpkin and one apple hand pie at the Chandler Farmers Market on Thursday. Oh my goodness are they good. The pumpkin was good, not too sweet and filled with fresh pumpkin, not canned. The apple was amazing and I'm a picky person when it comes to fresh apple desserts. Yummy. Definitely my new favorite.",5-star,positive
55,cafes_list,"I found this place through a discount offer that my gym had given to me. So it was also very close to my gym at my house and where I work, so very convenient for me. I went one time for lunch and got the tuna wrap and a coconut protein ball. The second time I got the turkey meatballs and a coconut protein ball, as well as a piece of strawberry cheesecake for later. All of these items were amazing. I would go back anytime. Especially the variety of cheesecakes is amazing and one piece of it is only 150 cal, which is incredible. The tuna wrap was yummy. I did not like the turkey meatballs too much but that was not because they weren't good, that was only because I like a lot of seasoning and spices, so to me they tasted kind of bland. I am definitely going to go back to get the protein balls once in a while. They are so big you can park them in four pieces. The staff is amazingly friendly. And the second time I walked in the girl that works there recognized me, so that was a super awesome experience. I have recommended This place already to multiple other people",5-star,positive
56,cafes_list,The staff is incredibly friendly here and their food is always fresh!! I love coming here! Also super cute inside the restaurant with lots of information on the heath benefits of sweet potatoes which is pretty cool!,5-star,positive
57,cafes_list,Went back for quinoa bowl..it was very tasty. Mom had a granola fruit bowl also good. They are very nice and accomodating. Cute atmosphere.,4-star,positive
58,cafes_list,Had fruit salad bowl w sweet potato underneath and fresh spinach and walnuts w house poppyseed dressing..very fresh an d organic. Little pricey $8 but I'd have again. Also had strawberry yogurt parfait w granola very fresh,4-star,positive
59,cafes_list,"When I reviewed Adi's cafe 4-months ago I was writing from the positive experience. Up until recently the lunches and check-ins here were consistently wonderful so I recommended this place to several coworkers. Today for lunch I ordered the turkey burger which is sandwiched between two thick slices of sweet potato rather than a bun. I've ordered this once before and it was delicious. When I was presented my food I could tell it was different than before as the lettuce was different and it seemed very runny. Upon cutting open the turkey patty I saw more liquid and uncooked meat which turned me off. So I walked up to the counter to address that my food was not thoroughly cooked. The immediate reaction by the staff was an excuse or defensive approach ""oh, we cook with paprika that's probably it""...instead of examining the meat and seeing it truly was half-cooked. Then once she realized it was in need of further cooking she sent back to the kitchen. After a few minutes passed, I was greeted with the same exact meal I was served - yes, that's right - the turkey patty I cut in half with the same sweet potato slices and all topped together as if to pass it on as brand new. I understand not being wasteful, but never in any other dining experiences have I been served the original dish if anything was in question. And, it's usually met with an apology, not a defensive approach. I was beyond disappointed in lack of care and have decided that today would be my last visit. Hopefully the coworkers I've sent over don't share in my experience when they order.",2-star,negative
60,cafes_list,"Healthy delicious food, and super friendly staff! It was my first time eating sweet potato noodles and they were amazing especially mixed with the Thai salad. I highly recommend getting the coconut ball for dessert - you won't regret it.",5-star,positive
61,cafes_list,Very very nice place Octavia and Stephanie were very helpful had an amazing smoothie will be back very soon keep up the good work!!!!! Was a little unsure about sweet potato in a smoothie but it works. They have something for everyone five stars all around thank you,5-star,positive
62,cafes_list,"I've been here a few times, I usually order the Sweet Potato Wrap which has chicken, avocado, and spinach. This time I wanted to try something different so I looked through the menu online. The Thai Peanut Sweet Potato Noodles looked appealing by the image posted on the menu. It was listed for $8, and you can add chicken for an additional $2. So that's what I decided to order, along with a strawberry and kiwi detox water. My total came out to be $14 and some change. I ordered for a pick up so I can take it back to work. I picked up my order, the staff was courteous. When I got back to work, I looked at my food and it was NOT as advertised on the menu online. It was EXTREMELY cold, the cubed chicken that was added was dry and cold. The taste of the sauce was very awkward and bland. Everything was just kinda mushed together like a typical potato salad. It was not actual noodles as the image I seen online, it's shreds/strips of sweet potato. The strawberry and kiwi detox water was just overloaded with fruits I could barley stir my straw around to get the little amount of water that was in the cup. When I called and told them I was not satisfied with my order, the girl who answered the phone kind of shook it off. She did not show strong customer service qualities in making the situation better. Overall, I'm sad to say this was a unsatisfactory visit and I don't think I will be spending my money here.",2-star,negative
63,cafes_list,"-Sweet potato chicken tacos- Very good, I've never had a sweet potato ""tortilla"", salsa and seasoning on chicken was delicious, even better I don't feel ""too full"" after eating. The cashier was sweet and kind, since it was my first time she was patient with me and guided me through all their tasty options. Definitely coming back.",5-star,positive
64,cafes_list,"Super cute place, friendly/knowledgeable staff & great healthy food and smoothie options! Wish I would've stopped in sooner!",5-star,positive
